order_id,order_status,order_purchase_timestamp,has_order_items,has_payments,has_reviews,missing_order_items,missing_payments,missing_reviews
86f0bcd9b426a2c1022ae317c7f27be6,unavailable,2017-03-08 15:13:03,False,True,True,True,False,False
ee1c259624feb697ba9a84a268f77cfa,shipped,2018-02-22 19:22:04,True,True,False,False,False,True
d5a9c802f335dab69b88e69434d0dd43,delivered,2018-03-08 11:38:27,True,True,False,False,False,True
74a243809fa8841223db188cbcc488ab,delivered,2018-01-10 11:22:49,True,True,False,False,False,True
98fe01bc254b759c1f2c11d77c2891d5,unavailable,2017-10-17 18:34:56,False,True,True,True,False,False
f56dc9034c3962e36d49fb73baa12800,unavailable,2017-08-10 22:20:51,False,True,True,True,False,False
00a77f9cc25b05b2004752593d7b8888,delivered,2017-06-22 19:53:24,True,True,False,False,False,True
7a268da1c6173cf3d0847a89afdaf84e,delivered,2018-07-23 19:10:00,True,True,False,False,False,True
dd501072091c950a1e6bb5ea9182df2a,delivered,2018-03-12 13:32:14,True,True,False,False,False,True
0130f0f71fb0e831d18e6a3b33a3a50c,unavailable,2017-05-12 10:17:23,False,True,True,True,False,False
ddaec6fff982b13e7e048b627a11d6da,canceled,2016-10-04 19:41:32,False,True,True,True,False,False
84b8ba39037606b7b30a39d02e9e4154,unavailable,2018-06-27 19:51:02,False,True,True,True,False,False
e639eb028398f98b7958207b2a45684c,delivered,2018-03-03 09:57:04,True,True,False,False,False,True
5290c34bd38a8a095b885f13958db1e1,canceled,2018-08-21 10:25:18,False,True,True,True,False,False
4c8c092a897404409eb4858b2c35f100,delivered,2018-08-07 08:40:31,True,True,False,False,False,True
2f30c0b1905c65a8ff6c6358bc909625,unavailable,2017-12-08 09:32:48,False,True,False,True,False,True
e2beeb3a428f811804079bc11b23c0c0,processing,2017-12-28 12:46:11,True,True,False,False,False,True
67174eff886029c2cc97d11c74eea9a7,delivered,2017-11-25 12:47:46,True,True,False,False,False,True
534a0fbe91a806a1dc6bf09b497e3d6f,unavailable,2018-01-22 02:45:40,False,True,True,True,False,False
f8c9df743a18aeeedd550486dbe39689,delivered,2018-06-07 17:52:27,True,True,False,False,False,True
5965bbd72c3ca0d9634419437ca53897,unavailable,2017-01-30 10:29:25,False,True,True,True,False,False
03310aa823a66056268a3bab36e827fb,canceled,2018-08-07 16:33:59,False,True,True,True,False,False
c2dccf148a1561c27d90870e67e507ca,delivered,2017-09-04 19:27:44,True,True,False,False,False,True
b07abc8b9acaf00e79b4657419f469f3,unavailable,2017-03-09 17:45:04,False,True,True,True,False,False
6d6dab0b5b471af95c0b7a114b5242f4,delivered,2018-01-03 00:43:53,True,True,False,False,False,True
28261c529e96c64f072a17b839812d63,delivered,2017-09-18 15:41:27,True,True,False,False,False,True
1ff6183537eb3a189de77b309ed28ad1,unavailable,2018-01-02 17:31:02,False,True,True,True,False,False
2411e5019928e883d049f7242362c23b,unavailable,2017-09-17 12:15:07,False,True,True,True,False,False
f8303e6eff198d1749d04649a1eb2bb6,unavailable,2018-01-21 20:44:54,False,True,True,True,False,False
4c8b9947280829d0a8b7e81cc249b875,canceled,2018-08-09 14:54:47,False,True,True,True,False,False
c16256c7228171d97729420953ec9536,delivered,2017-12-08 00:54:23,True,True,False,False,False,True
83df1c60b1394882b9a376fa1ddd152c,delivered,2017-06-03 15:30:37,True,True,False,False,False,True
c2ccb6c2af36d8492e83ecf528f2755c,unavailable,2018-05-21 13:48:16,False,True,True,True,False,False
b7be5e58fd37e6165dbb39e8362c8446,unavailable,2017-06-29 18:07:49,False,True,False,True,False,True
dacce96767ea2ce331e38a5ebcac5f25,delivered,2018-01-13 18:32:59,True,True,False,False,False,True
b13ea375fe9c728832688264638f84cf,canceled,2018-08-22 18:52:29,False,True,True,True,False,False
bcd65d5c97ac448bb3efc90b759909fd,unavailable,2018-07-20 16:24:23,False,True,True,True,False,False
46f36d95da75ced0462d57df904d36d0,unavailable,2017-03-02 15:27:25,False,True,True,True,False,False
59969aa08998ef1dda379be25f84a6bf,delivered,2017-04-09 13:47:43,True,True,False,False,False,True
4748c7d66bbedbf52de84b3bc4cbc482,unavailable,2017-05-25 21:45:54,False,True,True,True,False,False
ea844c92cf978ea23321fa7fe5871761,canceled,2018-09-13 09:56:12,False,True,True,True,False,False
79563470c891926bb9507d1ad1ff661d,unavailable,2017-07-05 13:51:35,False,True,True,True,False,False
9be3c9722389548409bf4cb39d07e347,unavailable,2017-11-17 13:12:46,False,True,True,True,False,False
1b60d2efd91abb75b6a78ba9041a3f15,delivered,2017-11-06 14:17:00,True,True,False,False,False,True
85e05c3c9aa9834518f35d4f286014be,canceled,2018-08-28 08:18:22,False,True,True,True,False,False
c1049eef89915c6beb3604bf3d6588d7,canceled,2018-02-05 23:08:11,True,True,False,False,False,True
d905856c062516e1bd43377034e5c615,delivered,2017-09-20 18:34:24,True,True,False,False,False,True
38a86eb53c2309d6234fc9bad96331ac,canceled,2018-08-18 12:39:31,False,True,True,True,False,False
bb82d1c94323c38a3d8124414a6a5ca5,shipped,2017-07-30 17:09:00,True,True,False,False,False,True
c5a468ae781ffb0ec6d36ae89fe512b0,canceled,2017-01-13 11:06:56,False,True,True,True,False,False
05e8a1fd3d354369a3de6e7230a3651f,unavailable,2018-02-16 16:54:07,False,True,True,True,False,False
2dd5bcfb8c66b22a80ffe45078eb2a99,unavailable,2017-03-06 21:31:42,False,True,True,True,False,False
d1b4fc9a8c1207433519a8ec52e2d03f,canceled,2018-05-08 10:05:26,False,True,True,True,False,False
9d4e334ddde795cd4fbee24dc4b68cfe,unavailable,2017-11-27 16:03:51,False,True,True,True,False,False
f63be24880200ae32aa24f5b458a3dc3,unavailable,2017-01-27 13:39:53,False,True,True,True,False,False
2bb02fdf5637a68cd5d13c78c37c3376,canceled,2018-08-09 10:55:10,False,True,True,True,False,False
48ad3f692af89318f508cd0b50f68b41,delivered,2017-03-26 17:05:31,True,True,False,False,False,True
a785f992778e63bfb3b2288b684217a2,delivered,2017-10-22 14:46:44,True,True,False,False,False,True
b842e9225252d13f6af62ff4508d7c43,unavailable,2017-08-02 22:17:16,False,True,True,True,False,False
f2a335c81aebf64a9a4309436e7af4a8,unavailable,2017-06-05 17:16:12,False,True,True,True,False,False
23d42019f5dad56f22fc05644f13b3fb,delivered,2018-02-21 15:23:21,True,True,False,False,False,True
50428fc6ef58fd5cebf433ef7f06be0d,unavailable,2017-12-04 23:10:03,False,True,True,True,False,False
8a20e2954602a0738f264299255fd5af,unavailable,2017-12-27 22:41:49,False,True,True,True,False,False
2de47e473306065fb0cd0322d8d9952b,unavailable,2017-10-25 13:15:01,False,True,True,True,False,False
3a0b1b5c52367a68f9deab55f3464a14,unavailable,2018-03-19 16:22:05,False,True,True,True,False,False
6241cda1675cb9e42e0a934f7c71812a,delivered,2017-08-03 12:52:45,True,True,False,False,False,True
6f04a69509e62866b1837e6a4f22c47f,unavailable,2017-06-12 12:04:09,False,True,True,True,False,False
5226f1a731e8a1215da5e1bea64e2130,canceled,2016-10-10 09:51:13,False,True,True,True,False,False
e6f4802ce2213981609f7384568b3a1d,delivered,2017-08-24 10:08:04,True,True,False,False,False,True
2b3d870a4d670c91f15668cea4fe3aa5,unavailable,2018-01-15 14:32:42,False,True,True,True,False,False
b5359909123fa03c50bdb0cfed07f098,created,2017-12-05 01:07:52,False,True,True,True,False,False
9380c59012c11f49c549ef8dffef1367,canceled,2018-08-15 11:05:44,False,True,True,True,False,False
8fccc7922426ac1c14efd13857e57bff,delivered,2017-03-19 17:02:45,True,True,False,False,False,True
d9091cd1d6e36cfcebc8b01aab81eff8,unavailable,2018-01-04 11:30:24,False,True,True,True,False,False
9b932dca249f9971b86dde2f2d7ad412,unavailable,2017-11-20 17:08:43,False,True,True,True,False,False
c24b8b41e6857d59a27f2b150bb669d9,unavailable,2018-03-14 08:45:03,False,True,True,True,False,False
35dc5c3a87f9e9cf93676b98d4bc35a2,unavailable,2017-02-14 14:26:02,False,True,True,True,False,False
5e42950b6aa90d698e75af4e41641386,delivered,2017-05-11 16:21:10,True,True,False,False,False,True
bef875448d5a4f703555d2dd5f8382b5,canceled,2018-01-23 09:48:56,True,True,False,False,False,True
ca0b30de0e60967b91fd5366743ba643,delivered,2017-10-31 11:15:17,True,True,False,False,False,True
30cdf125a8d4f89d00dee4b9af9194ee,unavailable,2017-12-08 15:34:33,False,True,True,True,False,False
4317fe882d992cda2fb3d51baeb2751c,unavailable,2017-10-07 11:51:46,False,True,True,True,False,False
0bde826daa0bd10393e958cf5d69dd26,unavailable,2017-02-04 10:28:25,False,True,True,True,False,False
672ab3776d5b25e586521469609ae774,canceled,2017-05-10 11:52:51,False,True,True,True,False,False
add917dceddf24259c12174aba0159f2,delivered,2017-12-20 11:20:14,True,True,False,False,False,True
3438960569bf3e42fa63f8e7bab0ac03,unavailable,2018-08-02 15:28:32,False,True,True,True,False,False
12e5a909c18964acada1ce9a760d9afe,unavailable,2017-03-23 23:41:40,False,True,True,True,False,False
37b1281795f5155c913abe0c05f43b4a,delivered,2018-04-02 20:19:13,True,True,False,False,False,True
a4ca2ef2db84bd36005b60249c9600d7,delivered,2018-07-14 20:21:30,True,True,False,False,False,True
ad0f5b61c49281e7ccac5a986968f347,unavailable,2018-07-24 09:26:34,False,True,True,True,False,False
ec9f9865708006552e26ff7a0e56738b,delivered,2017-09-22 13:43:56,True,True,False,False,False,True
2c0e90a2bdcffa59af23fe752aa40541,delivered,2018-04-28 21:31:30,True,True,False,False,False,True
6d4dd79bee1e2a93f09c9501c2ff87e7,delivered,2017-11-24 12:47:44,True,True,False,False,False,True
127f8f54e84665683a3c9bde5b3e768c,unavailable,2018-02-08 18:26:32,False,True,True,True,False,False
d200a7526c6d29e8c2742a0bff8cff14,unavailable,2017-05-04 15:19:42,False,True,True,True,False,False
6fb61aa0a0b7b2095b397d85d36693c5,delivered,2018-02-26 10:03:54,True,True,False,False,False,True
31c6c41e2949f1a20c6f8e60ac17d4fe,unavailable,2017-03-21 23:15:29,False,True,True,True,False,False
648637c544f762334d4ce9bbe88ebe21,unavailable,2017-11-09 22:40:17,False,True,True,True,False,False
dba5062fbda3af4fb6c33b1e040ca38f,created,2018-02-09 17:21:04,False,True,False,True,False,True
1591f1de66fc6657c009d107db35c4d2,delivered,2018-02-08 19:43:13,True,True,False,False,False,True
8347204e1ae41b2ad30899fa41a0a889,unavailable,2017-03-03 23:49:03,False,True,True,True,False,False
87035570c6fd0cc3421349131411fdfe,delivered,2018-06-22 22:39:55,True,True,False,False,False,True
44e5526a372b341ea535cb50b86eb7f1,delivered,2017-12-23 18:43:15,True,True,False,False,False,True
fea523ebb7e205d346f445544e0a18fd,delivered,2018-08-17 12:46:57,True,True,False,False,False,True
87ae60ef8b08ae0e5f903cacb53a6904,canceled,2018-09-11 16:45:54,False,True,True,True,False,False
809a282bbd5dbcabb6f2f724fca862ec,canceled,2016-09-13 15:24:19,False,True,True,True,False,False
6178d892fe5eef77fb756aed59b758bd,unavailable,2018-01-15 14:08:28,False,True,True,True,False,False
feae5ecdf2cc16c1007741be785fe3cd,unavailable,2017-11-11 16:41:06,False,True,True,True,False,False
651a89e11653d8df43a624a903fe0f5e,canceled,2017-06-06 20:31:46,False,True,True,True,False,False
39dbaa2c58bbe0be46bc4a525f24eda6,delivered,2017-08-31 17:56:08,True,True,False,False,False,True
996316cf1b7d0bf4a95a9b5f81d7f22a,unavailable,2017-09-25 21:50:25,False,True,True,True,False,False
e744792a1abc89d92d36e086697eaf97,unavailable,2017-03-06 21:28:55,False,True,True,True,False,False
947e9c6bfd83a06953c420ef92d3da6e,canceled,2018-08-15 15:13:32,False,True,True,True,False,False
1769cdad44f0f8456b101d679f33c9f1,shipped,2018-03-31 17:22:04,True,True,False,False,False,True
4ffaf2cdcc432ea3cd8ae0ab7a789cb0,unavailable,2018-01-30 10:25:41,False,True,True,True,False,False
4483bebac87f089540f2e5be0a6589f6,shipped,2017-08-18 18:38:54,True,True,False,False,False,True
a0d5633fe92946ea39b59d2fd89d249c,delivered,2017-12-28 15:32:45,True,True,False,False,False,True
04770bff63a120fbf0eea1f62b84f8f0,unavailable,2017-02-01 21:07:12,False,True,True,True,False,False
5a528ee290cb0fa6e22acf467ea33c09,delivered,2017-03-13 16:15:38,True,True,False,False,False,True
a91fed0c79559403d648c1161a2d8500,unavailable,2017-10-30 11:46:41,False,True,True,True,False,False
97b22dcad89f4916db427544e655d1b2,unavailable,2017-05-15 10:57:13,False,True,True,True,False,False
0e6dbbc7484dc1ee0392c9ca801035c2,canceled,2018-03-01 22:40:51,False,True,True,True,False,False
d7a2d4a7a03831ac687a53e339593570,unavailable,2017-03-03 18:15:37,False,True,True,True,False,False
629a524cbbd0a42a04f87ad39648d4ca,unavailable,2018-07-12 20:26:19,False,True,True,True,False,False
ec88157ad03aa203c3fdfe7bace5ab6b,delivered,2017-12-15 13:01:26,True,True,False,False,False,True
bac8ca7a0aea7f37457fb19140d2c5fb,unavailable,2018-01-04 11:42:53,False,True,True,True,False,False
f4dcd6f5120e9e46509a58be9e7462f2,shipped,2018-08-02 16:04:26,True,True,False,False,False,True
68664ce4c84bcf1e6682d90992c7504d,unavailable,2018-03-01 09:33:06,False,True,True,True,False,False
bb6a7f8cd819560d278d618a0673dd4b,delivered,2017-09-19 10:33:10,True,True,False,False,False,True
ecb1a8e8b5c6316fe7891f7b556fee28,unavailable,2017-02-07 00:18:03,False,True,True,True,False,False
3859aef969659dcc5439967f8ffbbc07,unavailable,2017-07-12 08:13:51,False,True,True,True,False,False
92acd9b1e9af0117eee9aa972e0a4841,unavailable,2017-11-22 20:57:12,False,True,True,True,False,False
94ab04bddd7b1b7e183c95cce062c3f5,delivered,2017-07-05 17:00:12,True,True,False,False,False,True
7533138abe254f5d3856101e4a21e5f2,unavailable,2017-11-17 19:42:36,False,True,True,True,False,False
e72e22dce48aaee824371b8e02641f15,delivered,2017-10-16 10:31:44,True,True,False,False,False,True
607cf95d7f8a8c1590f421fecdf0d95c,unavailable,2017-11-15 18:34:26,False,True,True,True,False,False
45daa18f4e3e34c727128f6a775fff95,unavailable,2018-01-07 13:49:11,False,True,True,True,False,False
acbcf9f01dae9955841ae74fa15840fc,delivered,2017-12-06 10:42:54,True,True,False,False,False,True
097dcfb34c6a0d697daa747d943dc1e8,delivered,2018-03-18 17:44:13,True,True,False,False,False,True
19428d94d47ebaa715faa60f63186de6,delivered,2018-01-29 11:30:46,True,True,False,False,False,True
759f94e96d5f349e21653a23e4104bf9,delivered,2017-12-24 19:46:42,True,True,False,False,False,True
6338011716bfe53b960847be47479662,unavailable,2017-11-16 12:28:25,False,True,True,True,False,False
90e258ad907d8401c4f1107ea9e55f1b,unavailable,2017-09-25 16:03:27,False,True,True,True,False,False
4ffd41fadb59bd398d869be78f1b2be3,unavailable,2018-03-26 09:37:59,False,True,True,True,False,False
62492d216bd7ca39cab1f24109b6bfd7,unavailable,2017-11-05 08:26:50,False,True,True,True,False,False
2636a02ee7de9590df86a4c24b739c49,unavailable,2017-06-29 09:10:37,False,True,True,True,False,False
186d3cd768be1890d832106f914ba37c,canceled,2017-06-09 10:16:21,False,True,True,True,False,False
8603de8fb5551ed7faf81d2a31b8bf0e,unavailable,2017-06-11 17:40:22,False,True,True,True,False,False
5b93109649fd0855758bb61ef5fc3d37,delivered,2018-04-10 17:50:13,True,True,False,False,False,True
a6f980db92567852107fe54fa64726f2,unavailable,2017-10-28 10:33:24,False,True,True,True,False,False
208edba34ba9cf8d8f603672e1966b75,unavailable,2017-05-08 17:41:44,False,True,True,True,False,False
c038b4c610ae79ae8e3d191f7293fbae,unavailable,2017-02-01 13:56:13,False,True,True,True,False,False
6768cb78210385f2578f95a1329fe903,delivered,2017-12-12 21:08:28,True,True,False,False,False,True
24197cf765af52797f30b528ab2af7ea,delivered,2017-03-31 16:18:40,True,True,False,False,False,True
b94d017913e0b697201de9ec22c23f46,delivered,2018-08-16 10:11:23,True,True,False,False,False,True
556c0a42a8e9e57a6e411701908f0fd3,delivered,2018-07-09 03:40:22,True,True,False,False,False,True
1662797f04736ea5acb5de67d5672fcc,delivered,2018-03-16 19:39:14,True,True,False,False,False,True
294b367987f073eb316ecef17f1078a0,unavailable,2017-09-22 10:00:20,False,True,True,True,False,False
ebcb685bc1704615fc22e5a0b73f2dc7,unavailable,2017-05-24 19:10:03,False,True,True,True,False,False
67769a73846d87e262821ff4761545d4,delivered,2017-04-25 16:33:00,True,True,False,False,False,True
0f9dcd718955037bf65c97edcee390ff,delivered,2018-06-26 23:44:15,True,True,False,False,False,True
5ca70501fc222cd2653be2b9993e4a8d,delivered,2018-03-12 09:56:01,True,True,False,False,False,True
9566b36fbba7756a79b5d2cba4e058d9,unavailable,2017-07-10 16:47:00,False,True,True,True,False,False
498081e5523106ea57b698fb881fb1c8,unavailable,2017-05-16 17:26:24,False,True,True,True,False,False
2e9d8db9e132a9b5e1236618b7e8ef4a,canceled,2018-08-09 18:42:38,False,True,True,True,False,False
b87c9466fb7a6b04a632222b07c1922d,delivered,2017-09-15 11:59:48,True,True,False,False,False,True
5d9e1e0e7084f2f9e90a7069e64cba61,canceled,2017-11-05 13:58:19,False,True,True,True,False,False
2c44ef48e157c9a43e9998da9a3248bd,unavailable,2017-07-17 15:43:37,False,True,True,True,False,False
0e64b89242bbb62b8ea29c57fc8073fb,unavailable,2017-11-23 10:53:08,False,True,True,True,False,False
5abf37ab57e23f69a9c8ab98c4800273,canceled,2018-01-28 00:25:15,True,True,False,False,False,True
d265c4938775151455ccd396e3261cf3,delivered,2017-05-20 00:19:41,True,True,False,False,False,True
d40dbedba7f8e8c83567c4096c8ab8c1,delivered,2018-04-03 11:34:06,True,True,False,False,False,True
a97db97f3de8482639f040b8e6a81be3,delivered,2018-03-01 02:46:15,True,True,False,False,False,True
4ba72cb793dc362c1195e6237b2c936f,delivered,2018-04-17 21:21:49,True,True,False,False,False,True
0f7384f686835a44a5051256f65b5b8e,delivered,2018-02-15 21:07:09,True,True,False,False,False,True
e2a5a9157ae607d38cdb1593f74c0686,unavailable,2017-11-24 13:40:14,False,True,True,True,False,False
8ad27f298f11ab1248784468b3fa24e0,unavailable,2018-05-07 15:27:22,False,True,True,True,False,False
cf95215a722f3ebf29e6bbab87a29e61,delivered,2017-08-25 17:14:15,True,True,False,False,False,True
03227bf7c543bbee4efa38bb6c6763c8,unavailable,2017-09-08 17:57:39,False,True,True,True,False,False
d5b96096b282a551c36fc1d4a9bb2f75,delivered,2018-04-30 22:12:33,True,True,False,False,False,True
252788350f9dad30b31847845fe119fe,canceled,2017-04-23 14:58:37,False,True,True,True,False,False
b52571bcd79c8d0e16272c548228a5a4,delivered,2017-12-06 10:51:17,True,True,False,False,False,True
9a209e12ca9ee385ad1ce1510ecfd6fc,unavailable,2018-05-12 16:03:28,False,True,True,True,False,False
9a8fb2a3a77dab1c301506cd5af2e845,unavailable,2017-07-26 08:37:07,False,True,True,True,False,False
bcbd3afc999b3fa9dbd61efb370239dd,delivered,2018-08-16 12:31:47,True,True,False,False,False,True
5837a2c844decae8a778657425f6d664,unavailable,2017-07-17 22:11:13,False,True,True,True,False,False
bd35b677fd239386e9861d11ae98ab56,canceled,2018-09-17 17:21:16,False,True,True,True,False,False
3dfb50022bb703d781966370133ed7a5,delivered,2018-02-07 00:09:11,True,True,False,False,False,True
b642a3e08bfd10119c9b7e948c936e93,canceled,2017-02-03 01:03:44,False,True,True,True,False,False
0cafd6a7576a6aae0f891008a87f1546,unavailable,2017-01-20 10:31:53,False,True,True,True,False,False
00d0ffd14774da775ac832ba8520510f,canceled,2017-12-23 22:25:00,False,True,True,True,False,False
e884a5f13002803a9e393c21d0c1b257,delivered,2017-08-16 13:10:41,True,True,False,False,False,True
df173dfd3b854c43b8cb8b73c5dbcd15,delivered,2018-03-18 00:23:20,True,True,False,False,False,True
2ddc0120a9ee5d965a08b68f6a3e2885,unavailable,2017-09-24 00:24:28,False,True,True,True,False,False
aeef968fdf13e92d3b80306d114ed681,unavailable,2017-03-02 13:39:49,False,True,True,True,False,False
084d2c70d33f8b9a1e21393471844591,unavailable,2017-05-16 21:56:29,False,True,True,True,False,False
c71145d06b89602679deb5e8a297f10b,shipped,2018-04-05 19:38:05,True,True,False,False,False,True
3c0b55362db9e4d58bc57e08f27bc7f7,delivered,2018-05-24 10:08:31,True,True,False,False,False,True
60260cf275316912451558bb743bbfc7,unavailable,2017-06-27 10:51:39,False,True,True,True,False,False
07b9210fa8f57b996c79cb931e817393,shipped,2018-01-25 03:24:05,True,True,False,False,False,True
93274b931b5771bd02154c9b716168ba,canceled,2018-05-08 10:13:06,False,True,True,True,False,False
08ea65e91550ee222548404d16eb06b4,unavailable,2017-11-14 23:59:15,False,True,True,True,False,False
63802c52ced9ff923c962ecbf4b3a2a2,canceled,2017-12-03 11:32:32,False,True,True,True,False,False
cc0c2816e800ee2d10ad0d51f37ab289,delivered,2018-07-17 15:36:30,True,True,False,False,False,True
a0c1b0545665f839199e53177bc639f7,unavailable,2017-11-23 23:03:25,False,True,True,True,False,False
8c0ba0ee5bf1417ede40de0a3621f727,unavailable,2017-09-29 13:23:03,False,True,True,True,False,False
873950bfe2dcc227baea5f82f8f2a438,delivered,2017-11-11 12:36:42,True,True,False,False,False,True
e7e4ea34d176d9efab560f0db16925fb,unavailable,2017-11-30 06:57:07,False,True,True,True,False,False
8e084e8efad16f27d7f26e71af985ce2,delivered,2018-03-07 22:11:46,True,True,False,False,False,True
1ca238d5d47be7f4da4d8d22f33ed7ca,delivered,2017-03-09 23:42:58,True,True,False,False,False,True
151e44f3dd461fe0838b6f59f884749f,unavailable,2018-02-22 16:06:11,False,True,True,True,False,False
7fece9c7487cb93f6d37df78e2283d07,shipped,2018-04-11 21:29:11,True,True,False,False,False,True
a46e7e8e02915adecb392ad065121a51,delivered,2018-08-17 10:59:18,True,True,False,False,False,True
9674b842cc1b2c01f254872763800c1e,delivered,2018-07-31 16:19:44,True,True,False,False,False,True
2cce76800d1714350808d3b4c0a48d58,delivered,2017-05-20 16:37:21,True,True,False,False,False,True
8c8527960c6b98fe66936cff2603d394,unavailable,2017-07-03 09:12:25,False,True,True,True,False,False
26e91b596719ec194aaac895f6d2554b,delivered,2017-06-22 16:38:20,True,True,False,False,False,True
908e9be16fe93027637f6ffadae3bd15,delivered,2017-03-13 13:33:07,True,True,False,False,False,True
64a58e424494f1f8ed5895885b9dfe16,unavailable,2017-10-23 13:19:27,False,True,True,True,False,False
0a472c47d928bf4cd8b6a7a30345eeb7,canceled,2018-08-30 10:14:00,False,True,True,True,False,False
3213c825fd43c3d2aa27fed77ef29519,shipped,2018-08-07 21:40:46,True,True,False,False,False,True
3e721650e845549cd3268a5749f843fb,delivered,2017-12-14 18:34:09,True,True,False,False,False,True
9bd01f4522f8744273b5261450ee0c5e,delivered,2017-11-10 17:40:29,True,True,False,False,False,True
c0a44fead1bf940766c68e73c9224dd2,delivered,2017-07-24 20:56:42,True,True,False,False,False,True
8f95199a6809023bbfabcd9759bd04a1,delivered,2017-11-29 16:42:28,True,True,False,False,False,True
569d43a54c364df5b367ab33e96eacf0,unavailable,2017-10-31 08:50:06,False,True,True,True,False,False
6d928ae5792f61a71bb3e3e528bf4a28,unavailable,2017-05-06 14:18:42,False,True,True,True,False,False
80ef3cee33c2462dc72f8938e980a03e,delivered,2018-06-23 21:46:52,True,True,False,False,False,True
95251874fe384d74df990ccb85bea4ab,unavailable,2017-07-05 13:55:19,False,True,True,True,False,False
d4938fbb008a69c486b8f17c96739905,delivered,2018-06-22 11:48:30,True,True,False,False,False,True
e9c638926bb5ae1721803a4947acd5dc,delivered,2017-07-06 01:37:52,True,True,False,False,False,True
ccd4eb95e68cb64e666ddcb84f8dfb1e,canceled,2018-03-05 22:57:35,False,True,True,True,False,False
6a30e349ceba14fcd64f13c3fd62aed3,unavailable,2018-03-10 01:56:16,False,True,True,True,False,False
0a9c633395c19d5fa38b9e5313db37a6,delivered,2018-03-01 21:21:22,True,True,False,False,False,True
c47e4de55f6735f7ddc4c6026769d569,unavailable,2018-02-28 17:29:34,False,True,True,True,False,False
d0f5d1785b4b1dd03967007b09457903,delivered,2018-03-09 20:47:26,True,True,False,False,False,True
f0f94b7c7548150f33f5d9e7597d396f,unavailable,2018-05-25 19:17:35,False,True,True,True,False,False
b4ec6d93789e37e779f86f3b7a9982e5,unavailable,2017-10-10 09:25:47,False,True,True,True,False,False
965894a29e84a767db7030a6829aa075,delivered,2018-07-02 19:51:20,True,True,False,False,False,True
752c0993c4993edea8eac33fda648244,unavailable,2017-11-22 13:44:56,False,True,True,True,False,False
23fdd0e16ad79ceab4e5f407772d64fa,unavailable,2017-03-20 15:29:38,False,True,True,True,False,False
