order_id,order_status,order_purchase_timestamp,order_item_count,payment_record_count,item_value,freight_value,item_plus_freight,payment_value,difference_value,difference_cents
3b773756d8fc59a7cd1a0c4ac584e397,delivered,2017-05-11 14:20:51,1,1,140.9,26.27,167.17,188.96,21.79,2179
e42760f40f2fba3ba7529b6157adf501,delivered,2018-01-05 16:15:14,1,1,129.0,18.0,147.0,167.94,20.94,2094
8d282c2ddced263b2c6ddf398e3fb6dc,delivered,2018-01-04 17:54:40,1,1,249.0,49.18,298.18,318.96,20.78,2078
8c82eab3813ca92415655a5e4b1a8b7a,delivered,2018-01-21 22:29:03,1,1,55.0,12.73,67.73,87.32,19.59,1959
29692492693482bc3acf19d97fac69f8,delivered,2018-01-22 16:33:10,1,1,109.9,13.79,123.69,142.86,19.17,1917
958e0d4145c40f4951c1bf4d2cf1166a,delivered,2017-06-01 22:12:30,1,1,109.9,13.11,123.01,142.07,19.06,1906
ac68b19902b80f75c025b4646f1d9e7c,delivered,2018-04-03 12:19:18,1,1,110.0,70.07,180.07,198.83,18.76,1876
4324f32177ce15c52c8e1c570c259dc0,delivered,2017-03-11 15:37:58,1,1,98.99,20.77,119.76,138.31,18.55,1855
aeffea2c78ec9b15d6cd7478c9072c07,delivered,2018-02-11 16:11:04,1,1,99.9,17.18,117.08,135.22,18.14,1814
6b956d19010e956e03b175e66b2b7142,delivered,2017-09-01 09:00:21,1,1,62.7,12.78,75.48,93.58,18.1,1810
e99bb46d32c47a666290f7c5928f7236,delivered,2017-07-12 18:33:35,1,1,119.99,16.6,136.59,154.38,17.79,1779
3f0f2949423ea4caec394b9d09f075dd,delivered,2017-05-05 15:30:07,1,1,199.99,17.65,217.64,235.42,17.78,1778
53e57107ef6a155ab06400be24aa7922,delivered,2017-04-16 15:18:14,1,1,99.0,13.27,112.27,129.68,17.41,1741
b8b3f1a93f6899699c4cfab3f0cb85e0,delivered,2017-09-08 14:49:36,1,1,89.99,18.87,108.86,125.74,16.88,1688
10a6730b0b333e2b017dd139a0530f19,delivered,2018-02-20 01:39:23,1,1,97.9,29.09,126.99,143.53,16.54,1654
6e57e23ecac1ae881286657694444267,delivered,2018-08-09 17:36:47,1,1,330.0,20.41,350.41,333.91,-16.5,-1650
580f3268bc2075c5961b2d2929c7a35b,delivered,2017-09-01 20:17:09,1,1,87.85,17.86,105.71,122.1,16.39,1639
a2c173a8905b6e8f3c6ea83b7d9c6b91,delivered,2017-07-31 07:19:22,1,1,115.0,38.36,153.36,169.6,16.24,1624
971d58b94f7bda9a79f4847e1509a433,delivered,2017-02-07 23:16:34,1,1,47.0,20.67,67.67,83.89,16.22,1622
c9c703564ad4d6fb43a1cff5524574ac,delivered,2017-07-18 21:47:39,1,1,142.0,12.49,154.49,170.58,16.09,1609
a196d7c6ecd939360a6dfbee0ebacadb,delivered,2018-02-14 20:06:59,1,1,99.9,23.57,123.47,139.55,16.08,1608
4154bf1348caac78152fe76e3e9c4af8,delivered,2018-08-23 20:34:07,1,1,149.9,15.36,165.26,150.27,-14.99,-1499
faf132fb35b3b3b533a67efbd6e7c02d,delivered,2017-04-22 20:28:53,1,1,89.9,25.12,115.02,130.01,14.99,1499
6dcf0aeb8b1eb4021c26e1d0e9394979,delivered,2018-08-09 20:37:34,1,1,299.0,34.92,333.92,318.97,-14.95,-1495
9ea6d21c1c1b510f96f7917419175197,delivered,2018-02-02 13:14:06,1,1,98.0,16.94,114.94,129.89,14.95,1495
061c97a9bd7911f9d2031e1b820c344f,delivered,2017-04-21 13:18:31,1,1,299.0,16.26,315.26,329.8,14.54,1454
2f722ee8f3d3db0d19cee8ebea6fa69e,delivered,2017-08-16 17:13:40,2,1,77.8,32.22,110.02,124.35,14.33,1433
2f9d4ee8ca77fe0951ebfe9064cad953,delivered,2016-10-09 23:38:19,1,1,79.9,11.17,91.07,105.19,14.12,1412
c5bb8cf75ccd20ee373200ab31628770,delivered,2017-08-19 17:54:34,1,1,89.9,17.88,107.78,121.8,14.02,1402
9224db86cedf958891e1b1afb4ad570c,delivered,2017-01-30 10:12:59,2,1,38.89,50.0,88.89,102.67,13.78,1378
0e556f5eafbf3eb399290101b183b10e,delivered,2016-10-06 18:50:25,2,1,49.8,45.86,95.66,81.9,-13.76,-1376
c69be353fa727fbeba5c4b39dfb9dbc8,delivered,2018-01-05 03:30:49,1,1,64.99,22.77,87.76,101.39,13.63,1363
156ba06ab4556cd19613dca1cefa9f7a,delivered,2017-08-08 13:44:39,1,1,69.9,17.74,87.64,101.22,13.58,1358
487ebdc91b499c9442c96f81d71dcf7d,delivered,2018-02-16 22:00:49,1,1,120.0,21.64,141.64,155.14,13.5,1350
3263ce99ba29ddb2a3a4133210581dce,delivered,2017-05-28 15:40:57,1,1,89.9,13.58,103.48,116.95,13.47,1347
1f4e46205be9ddf4f9b0e98b11a1a570,delivered,2018-04-18 16:59:40,1,1,79.9,19.53,99.43,112.36,12.93,1293
34e6b9f685df8e8b6465a715689c749f,delivered,2017-05-03 07:16:30,1,1,97.4,25.17,122.57,135.34,12.77,1277
b8bf711248376c421faaea8f02d149f9,delivered,2017-04-29 18:33:00,2,1,49.8,29.04,78.84,91.06,12.22,1222
a055f8239d18a2008883be78eb09cf41,delivered,2018-08-04 23:32:58,1,1,58.9,19.6,78.5,90.67,12.17,1217
fa0d5b3cb1f2221766145a60ba18ac64,delivered,2017-12-30 20:00:08,1,1,109.9,19.31,129.21,141.32,12.11,1211
2dbe4c889950d30ef0988bbcac7ca86b,delivered,2018-01-22 08:16:50,1,1,62.9,14.17,77.07,89.01,11.94,1194
9be011772d473c8a8c87e86029ab511c,delivered,2017-05-15 22:05:34,2,1,119.89,30.84,150.73,162.65,11.92,1192
3c052d74f852adbeb14c7e8da52b9e6e,delivered,2018-01-24 10:58:30,1,1,109.9,15.53,125.43,137.17,11.74,1174
585f3aa654c4d58eb968fc4fe6e3e92e,delivered,2018-02-09 22:01:17,1,1,69.9,19.73,89.63,101.31,11.68,1168
4c57f545143e8865ca2347d8cba154a7,delivered,2018-01-26 11:21:04,1,1,124.99,14.62,139.61,151.01,11.4,1140
63cb2376233663b05e9beb6bd9206c65,delivered,2017-07-03 23:02:33,1,1,59.5,13.44,72.94,84.25,11.31,1131
a60e074eb5678582482c8bc0612e591c,delivered,2018-01-29 12:26:40,1,1,58.0,16.66,74.66,85.65,10.99,1099
469f0b908881368c45917f1bed8240ce,delivered,2017-01-24 21:35:25,1,1,66.99,17.21,84.2,95.17,10.97,1097
a800ac0385a83264291f978ab075dd68,delivered,2017-05-14 15:05:45,1,1,45.0,25.38,70.38,81.29,10.91,1091
02f4dd90ba0feb8ec394cac05862d2b5,delivered,2018-05-29 16:04:49,1,1,79.9,51.06,130.96,141.65,10.69,1069
911a1257a699f1b61ec55aa88eace3bd,delivered,2017-12-02 03:45:01,1,1,52.3,16.13,68.43,79.04,10.61,1061
c915c070ee2f91af30208cd30cd0dee0,delivered,2017-04-11 12:59:03,1,1,139.9,12.37,152.27,162.88,10.61,1061
9f98fbb9d688c4f3356987801b19286d,delivered,2017-06-11 16:37:43,1,1,44.9,35.84,80.74,91.26,10.52,1052
8092da256aefda13b330290d2ca86521,delivered,2018-08-26 17:23:02,1,1,103.9,11.75,115.65,105.26,-10.39,-1039
2bdfeff498c8742708633364e3eeee08,delivered,2017-12-10 19:50:59,1,1,69.9,9.27,79.17,89.48,10.31,1031
e0578c04575c73456bf9891ae5db8c5a,delivered,2018-02-15 17:57:12,1,1,49.9,28.75,78.65,88.9,10.25,1025
ac75a9ba33bcc9cefc7e36b0f4cc044a,delivered,2017-12-04 10:44:16,1,1,53.9,11.88,65.78,75.98,10.2,1020
e57d9d7eca079892fe0aee2b0cf96311,delivered,2018-02-18 10:17:06,1,1,89.99,15.39,105.38,115.42,10.04,1004
aa6bd33ba1853d846d3085a88ae37083,delivered,2018-08-10 21:36:37,1,1,19.9,15.24,35.14,25.14,-10.0,-1000
4387477eec4b3c89b39f3f454940d059,delivered,2018-08-09 20:45:10,2,1,198.0,33.92,231.92,222.02,-9.9,-990
5f20455f0e74de9eae30de410c811013,delivered,2018-05-01 15:17:15,1,1,65.9,17.17,83.07,92.87,9.8,980
8fc4cc76b7842723f0f25209b4420b85,delivered,2017-12-26 18:55:42,1,1,44.9,17.92,62.82,72.55,9.73,973
ee5dbc8989dbc768ce58b68213bfc285,delivered,2017-05-20 13:22:52,1,1,89.99,13.65,103.64,113.34,9.7,970
0b13a698a0b7a62e8ec891081558b7aa,delivered,2017-12-22 22:03:05,1,1,39.9,22.67,62.57,72.27,9.7,970
87a71a39b50dac1a8ad74cddfaa82703,delivered,2018-01-30 10:22:13,1,1,59.99,13.44,73.43,83.0,9.57,957
033ccfbdfc4d29677b7e1e6df3a82820,delivered,2017-04-22 08:22:58,1,2,49.0,10.96,59.96,69.26,9.3,930
139be8870b91e71fd70bb366305c8cde,delivered,2017-05-13 14:03:37,1,1,120.0,13.18,133.18,142.46,9.28,928
fbf352b18a26c6a86a53cca922facd25,delivered,2018-01-28 20:42:29,2,2,109.8,41.74,151.54,160.8,9.26,926
c6f6cbb3c845593222d5c594bb69c5fd,delivered,2018-08-26 13:33:43,1,1,89.9,23.43,113.33,104.34,-8.99,-899
ddcf6c758c04fe3f2e0d1ae301ec5f40,delivered,2017-04-11 12:45:06,1,1,39.9,17.78,57.68,66.62,8.94,894
bcc3b9b2b1b0f27be6e2816968b08fc6,delivered,2018-01-15 13:34:20,2,1,76.8,32.22,109.02,117.93,8.91,891
705eccb4d371ea1443a991787d36b59c,delivered,2017-12-22 17:16:42,1,1,39.9,16.79,56.69,65.47,8.78,878
e003d94282e5f1e45760dde794a8a173,delivered,2017-05-10 21:11:07,1,2,99.99,16.33,116.32,125.06,8.74,874
51d435906a0487f17df29d38429e931b,delivered,2017-11-20 19:57:29,1,1,108.9,16.39,125.29,134.03,8.74,874
501f63846d45f483acca1c6e89398610,delivered,2017-04-25 02:22:19,1,1,44.5,22.28,66.78,75.49,8.71,871
c02d29676287677de34ae218da13f8d1,delivered,2018-01-20 08:41:44,1,1,79.0,13.57,92.57,101.24,8.67,867
ddad987b1ab585281640b4b7e7261ede,delivered,2018-01-22 12:22:39,1,1,89.8,15.38,105.18,113.77,8.59,859
47bc2fbe3e9b64a723dd530a4f1612b8,delivered,2018-01-26 15:49:31,1,1,49.99,15.79,65.78,74.35,8.57,857
47e786d6d06274aaf984ca007751f3f0,delivered,2017-08-11 15:07:07,1,1,39.9,25.63,65.53,74.07,8.54,854
b05922c45fc699ae9049a2c5add3e02a,delivered,2017-02-02 07:05:42,1,1,49.9,15.11,65.01,73.48,8.47,847
06d7e8a85f5cfef576c5303ed7d7f2e5,delivered,2016-10-07 12:06:30,1,1,49.0,14.72,63.72,72.02,8.3,830
154b66f3b29e92e4c9fc7f1ad60cb668,delivered,2017-05-16 13:19:09,1,1,47.99,15.1,63.09,71.31,8.22,822
a77a378498a60424c73641a2bce561f8,delivered,2018-02-14 19:01:46,1,1,45.9,16.11,62.01,70.09,8.08,808
f44845a8eeec9bf829093ad92c846c09,delivered,2018-07-11 13:32:28,1,1,39.45,22.21,61.66,69.69,8.03,803
03b218d39c422c250f389120c531b61f,delivered,2017-01-14 14:20:01,1,1,38.5,11.74,50.24,58.03,7.79,779
49123f75e5d9507cec9455b2ed989913,delivered,2017-03-31 08:48:59,1,1,44.9,14.52,59.42,67.16,7.74,774
8b7fd198ad184563c231653673e75a7f,delivered,2017-11-14 10:04:27,1,1,39.99,9.34,49.33,56.97,7.64,764
6dbcce18ba1c717a5f29d192415872ea,delivered,2018-01-08 16:17:29,1,1,79.0,13.57,92.57,100.14,7.57,757
f7d17bafe7c67afef77b8a96ad5abfd3,delivered,2018-01-21 22:03:37,1,1,89.9,18.2,108.1,115.64,7.54,754
5ddee063fdf0f2a5c828b499fb857e85,delivered,2018-08-16 10:25:24,1,1,50.0,7.61,57.61,65.1,7.49,749
05252513392111e8721062d8ecd9edb1,delivered,2017-05-19 18:49:33,1,1,45.0,11.85,56.85,64.26,7.41,741
b887a2e34410f9ca015c231938fc3842,delivered,2018-06-10 18:01:28,1,1,26.9,19.32,46.22,53.38,7.16,716
91fe2d042bdf1fb8d6f2fc33f209ec04,delivered,2017-06-28 20:19:51,1,1,32.99,21.15,54.14,61.19,7.05,705
bf49f84a0580ef6751e13357776b7ed9,delivered,2017-07-02 21:25:56,1,1,39.0,15.1,54.1,61.14,7.04,704
e3d86ff081e92dedbd7b2a87838f0159,delivered,2017-12-22 14:39:24,1,1,55.9,44.24,100.14,107.12,6.98,698
e576bdc500f0c1c9a1b2a3ccce7000fb,delivered,2017-12-21 13:05:53,1,1,27.75,25.63,53.38,60.35,6.97,697
8d2a68ca0ac61329c56e0b74695b04b4,delivered,2018-02-07 18:49:55,1,1,49.9,16.11,66.01,72.9,6.89,689
7e00454e2e8b8b2e12e9a580ec77f00c,delivered,2018-07-21 17:19:59,1,1,40.0,18.38,58.38,65.27,6.89,689
ee38b45af2d4e705a88a37af7f0cda97,canceled,2017-12-31 12:12:02,1,1,44.9,7.94,52.84,59.73,6.89,689
d9647302d75348f06e63f8444ef95544,delivered,2017-10-29 12:39:23,1,1,39.9,12.69,52.59,59.44,6.85,685
33711ce52ccf7b8dcb0deaf37f573d32,delivered,2018-01-11 19:53:38,1,1,99.0,15.44,114.44,121.07,6.63,663
f05e32e2cc67748c34a77da2ff68841c,delivered,2017-12-21 16:11:33,1,1,24.5,25.63,50.13,56.65,6.52,652
82b5afc1133f4b14abbcb31fd3a3fa5d,delivered,2017-12-28 00:03:31,1,1,44.9,16.11,61.01,67.46,6.45,645
90f4238d4a0d8f6371e4fbb18af5df64,delivered,2017-05-03 23:34:55,1,1,29.9,10.96,40.86,47.19,6.33,633
320dcf288de15e4ff06ebbfce4e42c78,delivered,2018-08-26 08:40:36,2,1,61.8,25.75,87.55,81.37,-6.18,-618
995ecfdb2406d9b579cf84368f42e7a0,delivered,2018-02-10 18:25:06,1,1,89.0,17.87,106.87,113.05,6.18,618
b495ec18170fb28a3610c8d3ab464442,delivered,2017-02-10 11:11:16,1,1,24.79,14.52,39.31,45.4,6.09,609
e4406088398131aed8c21c5a4ec3442b,delivered,2017-06-12 10:26:05,1,1,89.9,13.65,103.55,109.55,6.0,600
e74dce994d1d4b754ec4a4e709b8b65b,delivered,2018-04-15 22:22:52,1,1,34.2,11.89,46.09,52.09,6.0,600
dc6b76e937308e88a3464d0f4352b959,shipped,2017-10-21 13:36:32,1,1,31.9,14.1,46.0,51.99,5.99,599
3837859eff41b5dbbd1dfad5a066d0ae,delivered,2018-04-08 09:58:22,1,1,19.99,18.23,38.22,44.15,5.93,593
9eac94dce77597b831e8c0dfc584bc8b,delivered,2018-01-18 23:16:44,1,1,39.99,15.79,55.78,61.68,5.9,590
36d2de07c140425e7bd617c3665b5f80,delivered,2017-10-23 10:55:49,1,1,59.0,13.08,72.08,77.97,5.89,589
5f9e345bd69028860ff1b6a72c26dc45,delivered,2017-06-08 17:42:20,1,1,37.0,7.78,44.78,50.61,5.83,583
4d4aac37e91472a2cbb36ee91d35866f,delivered,2017-02-14 23:19:29,1,1,55.0,14.75,69.75,75.44,5.69,569
cdcbc6b851b5053b23ca73bc17d2ba50,delivered,2017-10-27 13:07:34,1,1,34.9,12.69,47.59,53.21,5.62,562
cc2e56876c1e46ae38eb40eb187b23a9,delivered,2018-01-09 15:42:32,1,1,29.5,13.08,42.58,48.13,5.55,555
d5575392b459cfde23795e925c6ce5d4,delivered,2017-02-27 11:58:28,1,1,59.9,18.7,78.6,84.08,5.48,548
9686875d0d9dcbe392244b6773605882,delivered,2017-09-09 12:42:19,1,1,62.2,16.2,78.4,83.87,5.47,547
74016effecaa79d592487f6a4ee47d4b,delivered,2017-02-18 10:39:14,1,1,36.99,14.52,51.51,56.96,5.45,545
6f393015477564624446a2b4c948c0f0,delivered,2018-01-17 22:38:14,1,1,19.9,15.1,35.0,40.43,5.43,543
0345ba423eed2b009e0e407b19c422e4,delivered,2017-05-15 12:55:13,1,1,60.08,17.67,77.75,83.17,5.42,542
028aa7c930356788f861ed1b7f984819,delivered,2018-01-13 20:35:15,1,1,39.9,17.63,57.53,62.94,5.41,541
7955ebc3660bd2a004a4eaa016b3a190,delivered,2017-05-23 11:14:47,1,1,59.9,17.67,77.57,82.98,5.41,541
debc12ca3f03ddd2137fa497916c4590,delivered,2017-12-28 16:47:41,1,1,58.99,17.66,76.65,82.0,5.35,535
c252ac96b969b3f1f2c4b266a7a98c28,delivered,2017-05-18 12:32:16,2,1,59.98,15.56,75.54,80.81,5.27,527
3f3d5f3033e9139ee7290ce6c74b6b79,delivered,2017-12-03 17:53:31,1,1,50.0,25.63,75.63,80.9,5.27,527
1811959f3ced8abc0645c21285a5a4d5,delivered,2017-02-28 17:40:00,1,1,55.9,18.67,74.57,79.78,5.21,521
d8523695fd09e96dd93c94cde119c037,delivered,2018-04-16 21:23:27,1,1,66.0,23.39,89.39,94.56,5.17,517
a7db257661f3cc8b9b661474199da586,delivered,2018-01-23 10:50:33,1,1,16.59,16.79,33.38,38.55,5.17,517
04e00ba23c33890eaee39b02e8185cc2,delivered,2018-07-25 21:36:32,1,1,33.9,14.4,48.3,53.41,5.11,511
9f47e04f95b2bba1442d5bbf0611733e,delivered,2017-05-09 19:28:46,1,1,49.9,11.85,61.75,66.79,5.04,504
ccd9c560145e965fc5c037e0cc1160b8,delivered,2018-01-17 22:39:40,1,1,23.99,14.1,38.09,43.05,4.96,496
051fcda88d997d3ff86012da2a556342,delivered,2018-08-24 14:59:37,1,1,49.0,7.6,56.6,51.7,-4.9,-490
40c3b608098b72f21af4a0a9006af9d2,delivered,2018-08-07 17:35:53,1,1,42.93,15.4,58.33,63.1,4.77,477
eff853aac91ab73f53304207c4571d1f,delivered,2018-02-09 23:23:23,1,1,21.99,14.1,36.09,40.78,4.69,469
e840e5955073ba6b71936b76740014f4,delivered,2018-03-30 21:06:55,1,1,18.75,17.06,35.81,40.48,4.67,467
b3f7e36f7ae979c02959004e9d800387,delivered,2017-03-18 16:50:43,1,1,49.9,15.56,65.46,70.04,4.58,458
502668fa85b6cff5243cf74ce4100182,delivered,2017-06-09 03:00:26,1,1,13.98,15.1,29.08,33.59,4.51,451
f49de64f8655abdc94a86603570e10ec,delivered,2017-09-20 13:18:27,1,1,54.9,17.95,72.85,77.23,4.38,438
5ec8127f0e7abadc5ee625f266ee0742,delivered,2018-06-05 11:13:33,1,2,17.9,18.23,36.13,40.36,4.23,423
82a914d5f7af95901a18ef83b388bd4f,delivered,2017-06-12 13:20:22,1,1,21.86,17.6,39.46,43.63,4.17,417
96c0cb58d9c14384c9441f49917a911f,delivered,2018-05-24 18:23:01,1,1,29.3,13.71,43.01,47.04,4.03,403
38246d20fb91403c9ed13e1aa3c665ad,delivered,2017-08-01 09:53:24,1,1,54.43,15.13,69.56,73.59,4.03,403
84d6d9710c8af32b5e88f2d1c14ab871,delivered,2018-01-27 22:09:48,1,1,49.9,7.78,57.68,61.7,4.02,402
bdd163683d4bc75b0b2b7a8d9e1ccd26,delivered,2018-01-10 11:54:00,1,1,34.9,34.15,69.05,73.05,4.0,400
3fa397654fcf223b8d6f73a428c75041,delivered,2017-03-16 09:28:12,1,1,69.9,16.19,86.09,90.05,3.96,396
ed4116f3f55e67e9a26b9f1891ba2497,delivered,2018-08-09 13:21:48,1,1,78.0,83.47,161.47,157.57,-3.9,-390
ecc1f5f885620b17543f01bf228ccd0a,delivered,2018-08-02 12:05:05,1,1,29.99,17.14,47.13,50.99,3.86,386
d2e9aead95751dd6bd0ce80e7d506c53,delivered,2017-01-16 23:25:16,1,1,14.97,14.52,29.49,33.33,3.84,384
3adc794e637a2ef67f006b35b36904a4,delivered,2018-02-08 23:51:51,1,1,24.99,21.15,46.14,49.91,3.77,377
77411858d5ea9f0dec6b071cec64349f,delivered,2018-06-18 20:19:18,1,1,12.99,15.23,28.22,31.89,3.67,367
fa87437f971fce498b2184cd2401e23e,delivered,2018-02-06 11:07:38,1,1,49.9,13.37,63.27,66.93,3.66,366
911e92767c07ba9926268bae6b4362b3,delivered,2018-02-10 21:55:42,1,1,26.5,19.59,46.09,49.73,3.64,364
e4e9fa1ceb459e9dfebba5e0b09849f3,delivered,2017-03-08 15:55:56,1,1,69.9,8.86,78.76,82.39,3.63,363
99d4dd36318ceb97e9feda8baade3ce2,delivered,2017-11-24 21:13:38,1,1,68.99,7.78,76.77,80.31,3.54,354
5570ac493a57e5dc00296c8de3813672,delivered,2017-06-21 12:57:02,1,1,31.9,28.82,60.72,64.24,3.52,352
4f7e7db8a14c1448fb17c00bcf1b8564,delivered,2018-03-27 07:58:37,1,1,39.99,18.23,58.22,61.59,3.37,337
2fadef94d26b8d88791d48a31129380d,delivered,2018-03-17 18:07:02,1,1,44.9,12.79,57.69,61.04,3.35,335
eaf0add60b176b64a692a1e382addea8,delivered,2017-12-18 23:14:44,1,1,39.9,16.79,56.69,59.98,3.29,329
515ff4f26a0c57c5011d891e45f3ed2f,delivered,2017-12-19 14:31:31,1,1,59.9,16.05,75.95,79.18,3.23,323
5e605c248def72c23690c44126f8ecb6,delivered,2018-02-12 11:24:23,1,1,39.99,15.1,55.09,58.28,3.19,319
7d57370d053b938c6dda99e5b72ad270,delivered,2017-07-02 14:52:49,1,1,50.0,17.6,67.6,70.72,3.12,312
7c9669c84a4eea3a3ab4f052945346b0,delivered,2018-01-13 00:23:16,1,1,35.0,9.34,44.34,47.43,3.09,309
ab39f24d0e515ab82f849a72b61597d3,delivered,2017-10-16 18:00:07,1,1,56.99,8.72,65.71,68.74,3.03,303
f51fb43d2d69e83cc9cca35f9706798b,delivered,2017-11-21 21:11:30,1,1,30.21,13.37,43.58,46.61,3.03,303
e2cba9bee26acacfd8100088c465cce4,delivered,2017-12-19 05:42:43,1,1,39.9,11.85,51.75,54.74,2.99,299
c8bedae351d76a3163c9840172c1285f,delivered,2018-08-23 17:04:55,1,1,29.9,7.47,37.37,34.38,-2.99,-299
da335e512c5172e253ee80cb42acf8aa,delivered,2018-05-16 18:29:14,1,2,103.9,10.25,114.15,117.12,2.97,297
9a85e7c1fbe3b6519b2f943527d21426,delivered,2018-02-26 14:25:44,1,1,48.5,15.1,63.6,66.53,2.93,293
